Interactor A,Interactor B,Protein Name A,Protein Name B
S100A9,MAP1LC3B,Protein S100-A9,Microtubule-associated protein 1 light chain 3 beta
S100A9,RAB23,Protein S100-A9,Ras-related protein Rab-23
S100A9,RAB7A,Protein S100-A9,Ras-related protein Rab-7a
S100A9,ULK1,Protein S100-A9,Serine/threonine-protein kinase ULK1
S100A9,UVRAG,Protein S100-A9,UV radiation resistance-associated gene protein
S100A9,LAMP2,Protein S100-A9,Lysosome-associated membrane glycoprotein 2
S100A9,SH3GLB1,Protein S100-A9,Endophilin-B1
S100A9,GABARAPL2,Protein S100-A9,Gamma-aminobutyric acid receptor-associated protein-like 2
S100A9,ATG12,Protein S100-A9,Ubiquitin-like protein ATG12
S100A9,UBQLN1,Protein S100-A9,Ubiquilin-1
S100A9,TP53INP1,Protein S100-A9,Tumor protein p53-inducible nuclear protein 1
S100A9,VMP1,Protein S100-A9,Vacuole membrane protein 1
S100A9,IRGM,Protein S100-A9,Immunity-related GTPase family M protein
S100A9,WIPI1,Protein S100-A9,WD repeat domain phosphoinositide-interacting protein 1
HMGB1,ATG16L1,High mobility group protein B1,Autophagy-related protein 16-1
HMGB1,BECN1,High mobility group protein B1,Beclin-1
HMGB1,HTT,High mobility group protein B1,Huntingtin
HMGB1,ATG9A,High mobility group protein B1,Autophagy-related protein 9A
HMGB1,PIK3C3,High mobility group protein B1,Phosphatidylinositol 3-kinase catalytic subunit type 3
HMGB1,ATG4B,High mobility group protein B1,Cysteine protease ATG4B
HMGB1,SQSTM1,High mobility group protein B1,Sequestosome-1
HMGB1,AMBRA1,High mobility group protein B1,Activating molecule in BECN1-regulated autophagy protein 1
HMGB1,ULK2,High mobility group protein B1,Serine/threonine-protein kinase ULK2
HMGB1,MAP1LC3C,High mobility group protein B1,Microtubule-associated protein 1 light chain 3 gamma
HMGB1,UBQLN2,High mobility group protein B1,Ubiquilin-2
HMGB1,OPTN,High mobility group protein B1,Optineurin
HMGB1,CHMP3,High mobility group protein B1,Charged multivesicular body protein 3
HMGB1,CALCOCO2,High mobility group protein B1,Calcium-binding and coiled-coil domain-containing protein 2
HMGB1,STX17,High mobility group protein B1,Syntaxin-17
HMGB1,STING1,High mobility group protein B1,Stimulator of interferon genes protein
HMGB1,RB1CC1,High mobility group protein B1,RB1-inducible coiled-coil protein 1
HMGB1,ATG5,High mobility group protein B1,Autophagy protein 5
HMGB1,TRIM32,High mobility group protein B1,E3 ubiquitin-protein ligase TRIM32
HMGB1,MAP1LC3A,High mobility group protein B1,Microtubule-associated protein 1 light chain 3 alpha
HMGB1,MAP1LC3B,High mobility group protein B1,Microtubule-associated protein 1 light chain 3 beta
HMGB1,RAB23,High mobility group protein B1,Ras-related protein Rab-23
HMGB1,RAB7A,High mobility group protein B1,Ras-related protein Rab-7a
HMGB1,ULK1,High mobility group protein B1,Serine/threonine-protein kinase ULK1
HMGB1,RAB2A,High mobility group protein B1,Ras-related protein Rab-2A
HMGB1,UVRAG,High mobility group protein B1,UV radiation resistance-associated gene protein
HMGB1,LAMP2,High mobility group protein B1,Lysosome-associated membrane glycoprotein 2
HMGB1,SH3GLB1,High mobility group protein B1,Endophilin-B1
HMGB1,GABARAPL1,High mobility group protein B1,Gamma-aminobutyric acid receptor-associated protein-like 1
HMGB1,GABARAPL2,High mobility group protein B1,Gamma-aminobutyric acid receptor-associated protein-like 2
HMGB1,ATG12,High mobility group protein B1,Ubiquitin-like protein ATG12
HMGB1,GABARAP,High mobility group protein B1,Gamma-aminobutyric acid receptor-associated protein
HMGB1,ATG14,High mobility group protein B1,Beclin 1-associated autophagy-related key regulator
HMGB1,UBQLN1,High mobility group protein B1,Ubiquilin-1
HMGB1,PIK3R4,High mobility group protein B1,Phosphoinositide 3-kinase regulatory subunit 4
HMGB1,TP53INP1,High mobility group protein B1,Tumor protein p53-inducible nuclear protein 1
HMGB1,CHMP1A,High mobility group protein B1,Charged multivesicular body protein 1a
HMGB1,VMP1,High mobility group protein B1,Vacuole membrane protein 1
HMGB1,CHMP4C,High mobility group protein B1,Charged multivesicular body protein 4c
HMGB1,ATG13,High mobility group protein B1,Autophagy-related protein 13
HMGB1,CHMP4B,High mobility group protein B1,Charged multivesicular body protein 4b
HMGB1,IRGM,High mobility group protein B1,Immunity-related GTPase family M protein
HMGB1,CHMP5,High mobility group protein B1,Charged multivesicular body protein 5
HMGB1,CHMP2B,High mobility group protein B1,Charged multivesicular body protein 2b
HMGB1,UBQLN4,High mobility group protein B1,Ubiquilin-4
HMGB1,CHMP2A,High mobility group protein B1,Charged multivesicular body protein 2a
HMGB1,CHMP6,High mobility group protein B1,Charged multivesicular body protein 6
HMGB1,VPS33A,High mobility group protein B1,Vacuolar protein sorting-associated protein 33A
HMGB1,CHMP4A,High mobility group protein B1,Charged multivesicular body protein 4a
HMGB1,ATG9B,High mobility group protein B1,Autophagy-related protein 9B
HMGB1,CHMP7,High mobility group protein B1,Charged multivesicular body protein 7
HMGB1,HAP1,High mobility group protein B1,Huntingtin-associated protein 1
HMGB1,WIPI1,High mobility group protein B1,WD repeat domain phosphoinositide-interacting protein 1
HMGB1,CLN3,High mobility group protein B1,Battenin
HMGB1,ZFYVE1,High mobility group protein B1,Zinc finger FYVE domain-containing protein 1
HMGB1,VPS18,High mobility group protein B1,Vacuolar protein sorting-associated protein 18 homolog
HMGB1,VPS16,High mobility group protein B1,Vacuolar protein sorting-associated protein 16 homolog
HMGB1,TM9SF1,High mobility group protein B1,Transmembrane 9 superfamily member 1
HMGB1,TMEM74,High mobility group protein B1,Transmembrane protein 74
HMGB1,TMEM150B,High mobility group protein B1,Modulator of macroautophagy TMEM150B
HMGB1,NRBF2,High mobility group protein B1,Nuclear receptor-binding factor 2
SQSTM1,ATG16L1,Sequestosome-1,Autophagy-related protein 16-1
SQSTM1,HTT,Sequestosome-1,Huntingtin
SQSTM1,ATG9A,Sequestosome-1,Autophagy-related protein 9A
SQSTM1,PIK3C3,Sequestosome-1,Phosphatidylinositol 3-kinase catalytic subunit type 3
SQSTM1,ATG4B,Sequestosome-1,Cysteine protease ATG4B
SQSTM1,SQSTM1,Sequestosome-1,Sequestosome-1
SQSTM1,AMBRA1,Sequestosome-1,Activating molecule in BECN1-regulated autophagy protein 1
SQSTM1,ULK2,Sequestosome-1,Serine/threonine-protein kinase ULK2
SQSTM1,MAP1LC3C,Sequestosome-1,Microtubule-associated protein 1 light chain 3 gamma
SQSTM1,UBQLN2,Sequestosome-1,Ubiquilin-2
SQSTM1,OPTN,Sequestosome-1,Optineurin
SQSTM1,CHMP3,Sequestosome-1,Charged multivesicular body protein 3
SQSTM1,CALCOCO2,Sequestosome-1,Calcium-binding and coiled-coil domain-containing protein 2
SQSTM1,STX17,Sequestosome-1,Syntaxin-17
SQSTM1,STING1,Sequestosome-1,Stimulator of interferon genes protein
SQSTM1,RB1CC1,Sequestosome-1,RB1-inducible coiled-coil protein 1
SQSTM1,ATG5,Sequestosome-1,Autophagy protein 5
SQSTM1,TRIM32,Sequestosome-1,E3 ubiquitin-protein ligase TRIM32
SQSTM1,MAP1LC3A,Sequestosome-1,Microtubule-associated protein 1 light chain 3 alpha
SQSTM1,MAP1LC3B,Sequestosome-1,Microtubule-associated protein 1 light chain 3 beta
SQSTM1,RAB23,Sequestosome-1,Ras-related protein Rab-23
SQSTM1,RAB7A,Sequestosome-1,Ras-related protein Rab-7a
SQSTM1,ULK1,Sequestosome-1,Serine/threonine-protein kinase ULK1
SQSTM1,RAB2A,Sequestosome-1,Ras-related protein Rab-2A
SQSTM1,UVRAG,Sequestosome-1,UV radiation resistance-associated gene protein
SQSTM1,LAMP2,Sequestosome-1,Lysosome-associated membrane glycoprotein 2
SQSTM1,SH3GLB1,Sequestosome-1,Endophilin-B1
SQSTM1,GABARAPL1,Sequestosome-1,Gamma-aminobutyric acid receptor-associated protein-like 1
SQSTM1,LRRK2,Sequestosome-1,Leucine-rich repeat serine/threonine-protein kinase 2
SQSTM1,GABARAPL2,Sequestosome-1,Gamma-aminobutyric acid receptor-associated protein-like 2
SQSTM1,ATG12,Sequestosome-1,Ubiquitin-like protein ATG12
SQSTM1,GABARAP,Sequestosome-1,Gamma-aminobutyric acid receptor-associated protein
SQSTM1,ATG14,Sequestosome-1,Beclin 1-associated autophagy-related key regulator
SQSTM1,UBQLN1,Sequestosome-1,Ubiquilin-1
SQSTM1,PIK3R4,Sequestosome-1,Phosphoinositide 3-kinase regulatory subunit 4
SQSTM1,TP53INP1,Sequestosome-1,Tumor protein p53-inducible nuclear protein 1
SQSTM1,VMP1,Sequestosome-1,Vacuole membrane protein 1
SQSTM1,WDR81,Sequestosome-1,WD repeat-containing protein 81
SQSTM1,ATG13,Sequestosome-1,Autophagy-related protein 13
SQSTM1,IRGM,Sequestosome-1,Immunity-related GTPase family M protein
SQSTM1,CHMP5,Sequestosome-1,Charged multivesicular body protein 5
SQSTM1,TBC1D5,Sequestosome-1,TBC1 domain family member 5
SQSTM1,TBC1D17,Sequestosome-1,TBC1 domain family member 17
SQSTM1,TBC1D14,Sequestosome-1,TBC1 domain family member 14
SQSTM1,TBC1D25,Sequestosome-1,TBC1 domain family member 25
SQSTM1,CHMP2B,Sequestosome-1,Charged multivesicular body protein 2b
SQSTM1,UBQLN4,Sequestosome-1,Ubiquilin-4
SQSTM1,CHMP2A,Sequestosome-1,Charged multivesicular body protein 2a
SQSTM1,CHMP6,Sequestosome-1,Charged multivesicular body protein 6
SQSTM1,VPS33A,Sequestosome-1,Vacuolar protein sorting-associated protein 33A
SQSTM1,ATG9B,Sequestosome-1,Autophagy-related protein 9B
SQSTM1,CHMP7,Sequestosome-1,Charged multivesicular body protein 7
SQSTM1,TP53INP2,Sequestosome-1,Tumor protein p53-inducible nuclear protein 2
SQSTM1,HAP1,Sequestosome-1,Huntingtin-associated protein 1
SQSTM1,SNAP29,Sequestosome-1,Synaptosomal-associated protein 29
SQSTM1,NBR1,Sequestosome-1,Next to BRCA1 gene 1 protein
SQSTM1,WIPI1,Sequestosome-1,WD repeat domain phosphoinositide-interacting protein 1
SQSTM1,ZFYVE1,Sequestosome-1,Zinc finger FYVE domain-containing protein 1
SQSTM1,VPS18,Sequestosome-1,Vacuolar protein sorting-associated protein 18 homolog
SQSTM1,WDFY3,Sequestosome-1,WD repeat and FYVE domain-containing protein 3
SQSTM1,TAX1BP1,Sequestosome-1,Tax1-binding protein 1
SQSTM1,VPS16,Sequestosome-1,Vacuolar protein sorting-associated protein 16 homolog
SQSTM1,TM9SF1,Sequestosome-1,Transmembrane 9 superfamily member 1
SQSTM1,C9orf72,Sequestosome-1,Guanine nucleotide exchange factor C9orf72
SQSTM1,TMEM74,Sequestosome-1,Transmembrane protein 74
SQSTM1,RAB12,Sequestosome-1,Ras-related protein Rab-12
SQSTM1,NRBF2,Sequestosome-1,Nuclear receptor-binding factor 2
SQSTM1,GABARAPL3,Sequestosome-1,Gamma-aminobutyric acid receptor-associated protein-like 3
PRKN,BECN1,E3 ubiquitin-protein ligase parkin,Beclin-1
PRKN,SQSTM1,E3 ubiquitin-protein ligase parkin,Sequestosome-1
PRKN,ATG16L1,E3 ubiquitin-protein ligase parkin,Autophagy-related protein 16-1
PRKN,HTT,E3 ubiquitin-protein ligase parkin,Huntingtin
PRKN,ATG9A,E3 ubiquitin-protein ligase parkin,Autophagy-related protein 9A
PRKN,PIK3C3,E3 ubiquitin-protein ligase parkin,Phosphatidylinositol 3-kinase catalytic subunit type 3
PRKN,ATG4B,E3 ubiquitin-protein ligase parkin,Cysteine protease ATG4B
PRKN,AMBRA1,E3 ubiquitin-protein ligase parkin,Activating molecule in BECN1-regulated autophagy protein 1
PRKN,ULK2,E3 ubiquitin-protein ligase parkin,Serine/threonine-protein kinase ULK2
PRKN,MAP1LC3C,E3 ubiquitin-protein ligase parkin,Microtubule-associated protein 1 light chain 3 gamma
PRKN,UBQLN2,E3 ubiquitin-protein ligase parkin,Ubiquilin-2
PRKN,OPTN,E3 ubiquitin-protein ligase parkin,Optineurin
PRKN,CALCOCO2,E3 ubiquitin-protein ligase parkin,Calcium-binding and coiled-coil domain-containing protein 2
PRKN,STX17,E3 ubiquitin-protein ligase parkin,Syntaxin-17
PRKN,STING1,E3 ubiquitin-protein ligase parkin,Stimulator of interferon genes protein
PRKN,RB1CC1,E3 ubiquitin-protein ligase parkin,RB1-inducible coiled-coil protein 1
PRKN,ATG5,E3 ubiquitin-protein ligase parkin,Autophagy protein 5
PRKN,TRIM32,E3 ubiquitin-protein ligase parkin,E3 ubiquitin-protein ligase TRIM32
PRKN,MAP1LC3A,E3 ubiquitin-protein ligase parkin,Microtubule-associated protein 1 light chain 3 alpha
PRKN,MAP1LC3B,E3 ubiquitin-protein ligase parkin,Microtubule-associated protein 1 light chain 3 beta
PRKN,RAB7A,E3 ubiquitin-protein ligase parkin,Ras-related protein Rab-7a
PRKN,ULK1,E3 ubiquitin-protein ligase parkin,Serine/threonine-protein kinase ULK1
PRKN,RAB2A,E3 ubiquitin-protein ligase parkin,Ras-related protein Rab-2A
PRKN,UVRAG,E3 ubiquitin-protein ligase parkin,UV radiation resistance-associated gene protein
PRKN,LAMP2,E3 ubiquitin-protein ligase parkin,Lysosome-associated membrane glycoprotein 2
PRKN,SH3GLB1,E3 ubiquitin-protein ligase parkin,Endophilin-B1
PRKN,GABARAPL1,E3 ubiquitin-protein ligase parkin,Gamma-aminobutyric acid receptor-associated protein-like 1
PRKN,LRRK2,E3 ubiquitin-protein ligase parkin,Leucine-rich repeat serine/threonine-protein kinase 2
PRKN,GABARAPL2,E3 ubiquitin-protein ligase parkin,Gamma-aminobutyric acid receptor-associated protein-like 2
PRKN,ATG12,E3 ubiquitin-protein ligase parkin,Ubiquitin-like protein ATG12
PRKN,GABARAP,E3 ubiquitin-protein ligase parkin,Gamma-aminobutyric acid receptor-associated protein
PRKN,ATG14,E3 ubiquitin-protein ligase parkin,Beclin 1-associated autophagy-related key regulator
PRKN,UBQLN1,E3 ubiquitin-protein ligase parkin,Ubiquilin-1
PRKN,PIK3R4,E3 ubiquitin-protein ligase parkin,Phosphoinositide 3-kinase regulatory subunit 4
PRKN,TP53INP1,E3 ubiquitin-protein ligase parkin,Tumor protein p53-inducible nuclear protein 1
PRKN,CHMP1A,E3 ubiquitin-protein ligase parkin,Charged multivesicular body protein 1a
PRKN,VMP1,E3 ubiquitin-protein ligase parkin,Vacuole membrane protein 1
PRKN,CHMP4C,E3 ubiquitin-protein ligase parkin,Charged multivesicular body protein 4c
PRKN,ATG13,E3 ubiquitin-protein ligase parkin,Autophagy-related protein 13
PRKN,ATP13A2,E3 ubiquitin-protein ligase parkin,Polyamine-transporting ATPase 13A2
PRKN,IRGM,E3 ubiquitin-protein ligase parkin,Immunity-related GTPase family M protein
PRKN,TBC1D5,E3 ubiquitin-protein ligase parkin,TBC1 domain family member 5
PRKN,TBC1D17,E3 ubiquitin-protein ligase parkin,TBC1 domain family member 17
PRKN,TBC1D25,E3 ubiquitin-protein ligase parkin,TBC1 domain family member 25
PRKN,CHMP2B,E3 ubiquitin-protein ligase parkin,Charged multivesicular body protein 2b
PRKN,UBQLN4,E3 ubiquitin-protein ligase parkin,Ubiquilin-4
PRKN,VPS33A,E3 ubiquitin-protein ligase parkin,Vacuolar protein sorting-associated protein 33A
PRKN,ATG9B,E3 ubiquitin-protein ligase parkin,Autophagy-related protein 9B
PRKN,TP53INP2,E3 ubiquitin-protein ligase parkin,Tumor protein p53-inducible nuclear protein 2
PRKN,HAP1,E3 ubiquitin-protein ligase parkin,Huntingtin-associated protein 1
PRKN,SNAP29,E3 ubiquitin-protein ligase parkin,Synaptosomal-associated protein 29
PRKN,NBR1,E3 ubiquitin-protein ligase parkin,Next to BRCA1 gene 1 protein
PRKN,WIPI1,E3 ubiquitin-protein ligase parkin,WD repeat domain phosphoinositide-interacting protein 1
PRKN,ZFYVE1,E3 ubiquitin-protein ligase parkin,Zinc finger FYVE domain-containing protein 1
PRKN,VPS18,E3 ubiquitin-protein ligase parkin,Vacuolar protein sorting-associated protein 18 homolog
PRKN,WDFY3,E3 ubiquitin-protein ligase parkin,WD repeat and FYVE domain-containing protein 3
PRKN,TAX1BP1,E3 ubiquitin-protein ligase parkin,Tax1-binding protein 1
PRKN,VPS16,E3 ubiquitin-protein ligase parkin,Vacuolar protein sorting-associated protein 16 homolog
PRKN,TM9SF1,E3 ubiquitin-protein ligase parkin,Transmembrane 9 superfamily member 1
PRKN,C9orf72,E3 ubiquitin-protein ligase parkin,Guanine nucleotide exchange factor C9orf72
PRKN,TMEM74,E3 ubiquitin-protein ligase parkin,Transmembrane protein 74
PRKN,RUBCNL,E3 ubiquitin-protein ligase parkin,Protein associated with UVRAG as autophagy enhancer
PRKN,RAB12,E3 ubiquitin-protein ligase parkin,Ras-related protein Rab-12
PRKN,NRBF2,E3 ubiquitin-protein ligase parkin,Nuclear receptor-binding factor 2
PRKN,GABARAPL3,E3 ubiquitin-protein ligase parkin,Gamma-aminobutyric acid receptor-associated protein-like 3
BCL2,ATG16L1,Apoptosis regulator Bcl-2,Autophagy-related protein 16-1
BCL2,BECN1,Apoptosis regulator Bcl-2,Beclin-1
BCL2,HTT,Apoptosis regulator Bcl-2,Huntingtin
BCL2,ATG9A,Apoptosis regulator Bcl-2,Autophagy-related protein 9A
BCL2,PIK3C3,Apoptosis regulator Bcl-2,Phosphatidylinositol 3-kinase catalytic subunit type 3
BCL2,ATG4B,Apoptosis regulator Bcl-2,Cysteine protease ATG4B
BCL2,SQSTM1,Apoptosis regulator Bcl-2,Sequestosome-1
BCL2,AMBRA1,Apoptosis regulator Bcl-2,Activating molecule in BECN1-regulated autophagy protein 1
BCL2,ULK2,Apoptosis regulator Bcl-2,Serine/threonine-protein kinase ULK2
BCL2,MAP1LC3C,Apoptosis regulator Bcl-2,Microtubule-associated protein 1 light chain 3 gamma
BCL2,UBQLN2,Apoptosis regulator Bcl-2,Ubiquilin-2
BCL2,OPTN,Apoptosis regulator Bcl-2,Optineurin
BCL2,CHMP3,Apoptosis regulator Bcl-2,Charged multivesicular body protein 3
BCL2,PIP4K2B,Apoptosis regulator Bcl-2,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
BCL2,CALCOCO2,Apoptosis regulator Bcl-2,Calcium-binding and coiled-coil domain-containing protein 2
BCL2,STX17,Apoptosis regulator Bcl-2,Syntaxin-17
BCL2,STING1,Apoptosis regulator Bcl-2,Stimulator of interferon genes protein
BCL2,RB1CC1,Apoptosis regulator Bcl-2,RB1-inducible coiled-coil protein 1
BCL2,ATG5,Apoptosis regulator Bcl-2,Autophagy protein 5
BCL2,TRIM32,Apoptosis regulator Bcl-2,E3 ubiquitin-protein ligase TRIM32
BCL2,MAP1LC3A,Apoptosis regulator Bcl-2,Microtubule-associated protein 1 light chain 3 alpha
BCL2,MAP1LC3B,Apoptosis regulator Bcl-2,Microtubule-associated protein 1 light chain 3 beta
BCL2,RAB23,Apoptosis regulator Bcl-2,Ras-related protein Rab-23
BCL2,RAB7A,Apoptosis regulator Bcl-2,Ras-related protein Rab-7a
BCL2,ULK1,Apoptosis regulator Bcl-2,Serine/threonine-protein kinase ULK1
BCL2,RAB2A,Apoptosis regulator Bcl-2,Ras-related protein Rab-2A
BCL2,UVRAG,Apoptosis regulator Bcl-2,UV radiation resistance-associated gene protein
BCL2,LAMP2,Apoptosis regulator Bcl-2,Lysosome-associated membrane glycoprotein 2
BCL2,SH3GLB1,Apoptosis regulator Bcl-2,Endophilin-B1
BCL2,GABARAPL1,Apoptosis regulator Bcl-2,Gamma-aminobutyric acid receptor-associated protein-like 1
BCL2,LRRK2,Apoptosis regulator Bcl-2,Leucine-rich repeat serine/threonine-protein kinase 2
BCL2,GABARAPL2,Apoptosis regulator Bcl-2,Gamma-aminobutyric acid receptor-associated protein-like 2
BCL2,ATG12,Apoptosis regulator Bcl-2,Ubiquitin-like protein ATG12
BCL2,GABARAP,Apoptosis regulator Bcl-2,Gamma-aminobutyric acid receptor-associated protein
BCL2,ATG14,Apoptosis regulator Bcl-2,Beclin 1-associated autophagy-related key regulator
BCL2,UBQLN1,Apoptosis regulator Bcl-2,Ubiquilin-1
BCL2,PIK3R4,Apoptosis regulator Bcl-2,Phosphoinositide 3-kinase regulatory subunit 4
BCL2,TP53INP1,Apoptosis regulator Bcl-2,Tumor protein p53-inducible nuclear protein 1
BCL2,CHMP1A,Apoptosis regulator Bcl-2,Charged multivesicular body protein 1a
BCL2,VMP1,Apoptosis regulator Bcl-2,Vacuole membrane protein 1
BCL2,WDR81,Apoptosis regulator Bcl-2,WD repeat-containing protein 81
BCL2,CHMP4C,Apoptosis regulator Bcl-2,Charged multivesicular body protein 4c
BCL2,ATG13,Apoptosis regulator Bcl-2,Autophagy-related protein 13
BCL2,CHMP4B,Apoptosis regulator Bcl-2,Charged multivesicular body protein 4b
BCL2,PIP4K2A,Apoptosis regulator Bcl-2,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
BCL2,IRGM,Apoptosis regulator Bcl-2,Immunity-related GTPase family M protein
BCL2,TBC1D5,Apoptosis regulator Bcl-2,TBC1 domain family member 5
BCL2,TBC1D25,Apoptosis regulator Bcl-2,TBC1 domain family member 25
BCL2,UBQLN4,Apoptosis regulator Bcl-2,Ubiquilin-4
BCL2,ULK3,Apoptosis regulator Bcl-2,Serine/threonine-protein kinase ULK3
BCL2,VPS33A,Apoptosis regulator Bcl-2,Vacuolar protein sorting-associated protein 33A
BCL2,ATG9B,Apoptosis regulator Bcl-2,Autophagy-related protein 9B
BCL2,TP53INP2,Apoptosis regulator Bcl-2,Tumor protein p53-inducible nuclear protein 2
BCL2,NBR1,Apoptosis regulator Bcl-2,Next to BRCA1 gene 1 protein
BCL2,WIPI1,Apoptosis regulator Bcl-2,WD repeat domain phosphoinositide-interacting protein 1
BCL2,CLN3,Apoptosis regulator Bcl-2,Battenin
BCL2,ZFYVE1,Apoptosis regulator Bcl-2,Zinc finger FYVE domain-containing protein 1
BCL2,VPS18,Apoptosis regulator Bcl-2,Vacuolar protein sorting-associated protein 18 homolog
BCL2,WDFY3,Apoptosis regulator Bcl-2,WD repeat and FYVE domain-containing protein 3
BCL2,VPS16,Apoptosis regulator Bcl-2,Vacuolar protein sorting-associated protein 16 homolog
BCL2,TM9SF1,Apoptosis regulator Bcl-2,Transmembrane 9 superfamily member 1
BCL2,C9orf72,Apoptosis regulator Bcl-2,Guanine nucleotide exchange factor C9orf72
BCL2,TMEM74,Apoptosis regulator Bcl-2,Transmembrane protein 74
BCL2,RUBCNL,Apoptosis regulator Bcl-2,Protein associated with UVRAG as autophagy enhancer
BCL2,RAB12,Apoptosis regulator Bcl-2,Ras-related protein Rab-12
BCL2,NRBF2,Apoptosis regulator Bcl-2,Nuclear receptor-binding factor 2
BCL2,GABARAPL3,Apoptosis regulator Bcl-2,Gamma-aminobutyric acid receptor-associated protein-like 3
BNIP3,BECN1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Beclin-1
BNIP3,SQSTM1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Sequestosome-1
BNIP3,ATG5,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Autophagy protein 5
BNIP3,PIK3C3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Phosphatidylinositol 3-kinase catalytic subunit type 3
BNIP3,MAP1LC3A,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Microtubule-associated protein 1 light chain 3 alpha
BNIP3,MAP1LC3B,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Microtubule-associated protein 1 light chain 3 beta
BNIP3,RAB7A,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Ras-related protein Rab-7a
BNIP3,ULK1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Serine/threonine-protein kinase ULK1
BNIP3,STING1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Stimulator of interferon genes protein
BNIP3,RAB2A,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Ras-related protein Rab-2A
BNIP3,ATG16L1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Autophagy-related protein 16-1
BNIP3,UVRAG,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,UV radiation resistance-associated gene protein
BNIP3,LAMP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Lysosome-associated membrane glycoprotein 2
BNIP3,RB1CC1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,RB1-inducible coiled-coil protein 1
BNIP3,SH3GLB1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Endophilin-B1
BNIP3,GABARAPL1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Gamma-aminobutyric acid receptor-associated protein-like 1
BNIP3,GABARAPL2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Gamma-aminobutyric acid receptor-associated protein-like 2
BNIP3,ATG12,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Ubiquitin-like protein ATG12
BNIP3,HTT,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Huntingtin
BNIP3,ATG9A,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Autophagy-related protein 9A
BNIP3,ATG4B,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Cysteine protease ATG4B
BNIP3,AMBRA1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Activating molecule in BECN1-regulated autophagy protein 1
BNIP3,ULK2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Serine/threonine-protein kinase ULK2
BNIP3,MAP1LC3C,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Microtubule-associated protein 1 light chain 3 gamma
BNIP3,UBQLN2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Ubiquilin-2
BNIP3,OPTN,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Optineurin
BNIP3,CALCOCO2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Calcium-binding and coiled-coil domain-containing protein 2
BNIP3,STX17,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Syntaxin-17
BNIP3,GABARAP,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Gamma-aminobutyric acid receptor-associated protein
BNIP3,ATG14,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Beclin 1-associated autophagy-related key regulator
BNIP3,UBQLN1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Ubiquilin-1
BNIP3,PIK3R4,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Phosphoinositide 3-kinase regulatory subunit 4
BNIP3,VMP1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Vacuole membrane protein 1
BNIP3,ATG13,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Autophagy-related protein 13
BNIP3,IRGM,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Immunity-related GTPase family M protein
BNIP3,VPS33A,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Vacuolar protein sorting-associated protein 33A
BNIP3,ATG9B,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Autophagy-related protein 9B
BNIP3,HAP1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Huntingtin-associated protein 1
BNIP3,NBR1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Next to BRCA1 gene 1 protein
BNIP3,WIPI1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,WD repeat domain phosphoinositide-interacting protein 1
BNIP3,ZFYVE1,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Zinc finger FYVE domain-containing protein 1
